date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,sunlight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2017-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:09:00,16:45:00,8.6,8.15,16.75,,,-10,-10,-11,-10,,,,,,,,,,,,,
2017-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:08:00,16:45:00,8.62,8.13,16.75,,,-17,-17,-25,-22,,,,,,,,,,,,,
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:07:00,16:45:00,8.63,8.12,16.75,,,-6,-6,-24,-24,,,,,,,,,,,,,
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:07:00,16:44:00,8.62,8.12,16.73,,,-15,-15,-21,-18,,,,,,,,,,,,,
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:06:00,16:44:00,8.63,8.1,16.73,,,-15,-15,-27,-27,,,,,,,,,,,,,
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:05:00,16:44:00,8.65,8.08,16.73,,,-17,-17,-22,-22,,,,,,,,,,,,,
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:04:00,16:44:00,8.67,8.07,16.73,,,-9,-9,-18,-18,,,,,,,,,,,,,
2017-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:03:00,16:44:00,8.68,8.05,16.73,,,-10,-9,-21,-20,,,,,,,,,,,,,
2017-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:02:00,16:44:00,8.7,8.03,16.73,,,-8,-8,-15,-15,,,,,,,,,,,,,
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:01:00,16:44:00,8.72,8.02,16.73,,,-7,-5,-11,-11,,,,,,,,,,,,,
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00:00,16:44:00,8.73,8,16.73,,,-7,-7,-11,-11,,,,,,,,,,,,,
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:59:00,16:45:00,8.77,7.98,16.75,,,-4,-4,-10,-9,,,,,,,,,,,,,
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:58:00,16:45:00,8.78,7.97,16.75,,,1,4,-7,5,,,,,,,,,,,,,
2017-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:57:00,16:45:00,8.8,7.95,16.75,,,5,5,5,5,,,,,,,,,,,,,
2017-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:56:00,16:45:00,8.82,7.93,16.75,,,3,3,0,0,,,,,,,,,,,,,
2017-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:55:00,16:46:00,8.85,7.92,16.77,,,4,4,-1,-1,,,,,,,,,,,,,
2017-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:53:00,16:46:00,8.88,7.88,16.77,,,2,2,1,3,,,,,,,,,,,,,
2017-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:52:00,16:47:00,8.92,7.87,16.78,,,3,3,-6,-6,,,,,,,,,,,,,
2017-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:51:00,16:47:00,8.93,7.85,16.78,,,-2,-2,-5,-5,,,,,,,,,,,,,
2017-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:50:00,16:48:00,8.97,7.83,16.8,,,8,8,-7,-7,,,,,,,,,,,,,
2017-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:49:00,16:48:00,8.98,7.82,16.8,,,-6,-6,-4,-4,,,,,,,,,,,,,
2017-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:47:00,16:49:00,9.03,7.78,16.82,,,0,0,-13,-13,,,,,,,,,,,,,
2017-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:46:00,16:50:00,9.07,7.77,16.83,,,0,0,-11,-11,,,,,,,,,,,,,
2017-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:45:00,16:50:00,9.08,7.75,16.83,,,7,7,1,1,,,,,,,,,,,,,
2017-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:43:00,16:51:00,9.13,7.72,16.85,,,0,0,-2,-2,,,,,,,,,,,,,
2017-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:42:00,16:52:00,9.17,7.7,16.87,,,-3,-3,-3,-3,,,,,,,,,,,,,
2017-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:41:00,16:53:00,9.2,7.68,16.88,,,1,4,-12,-12,,,,,,,,,,,,,
2017-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:39:00,16:54:00,9.25,7.65,16.9,,,3,3,2,4,,,,,,,,,,,,,
2017-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:38:00,16:54:00,9.27,7.63,16.9,,,-5,-5,-11,-11,,,,,,,,,,,,,
2017-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:36:00,16:55:00,9.32,7.6,16.92,,,3,3,-6,1,,,,,,,,,,,,,
2017-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:35:00,16:56:00,9.35,7.58,16.93,,,1,1,1,1,,,,,,,,,,,,,
2017-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:34:00,16:57:00,9.38,7.57,16.95,,,-3,-3,-10,-10,,,,,,,,,,,,,
2017-11-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:32:00,16:58:00,9.43,7.53,16.97,,,3,5,-3,-3,,,,,,,,,,,,,
2017-11-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:31:00,16:59:00,9.47,7.52,16.98,,,5,5,5,5,,,,,,,,,,,,,
2017-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:29:00,17:01:00,9.53,7.48,17.02,,,2,2,-4,-4,,,,,,,,,,,,,
2017-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:28:00,17:02:00,9.57,7.47,17.03,,,3,3,-3,-2,,,,,,,,,,,,,
2017-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:26:00,17:03:00,9.62,7.43,17.05,,,0,0,-2,-1,,,,,,,,,,,,,
2017-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:25:00,17:04:00,9.65,7.42,17.07,,,-5,-5,-13,-10,,,,,,,,,,,,,
2017-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:24:00,17:05:00,9.68,7.4,17.08,,,-1,0,-17,-16,,,,,,,,,,,,,
2017-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:22:00,17:07:00,9.75,7.37,17.12,,,2,2,-2,-2,,,,,,,,,,,,,
2017-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:21:00,17:08:00,9.78,7.35,17.13,,,2,2,-4,-4,,,,,,,,,,,,,
2017-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:19:00,17:09:00,9.83,7.32,17.15,,,2,2,-4,-4,,,,,,,,,,,,,
2017-11-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:18:00,17:11:00,9.88,7.3,17.18,,,10,10,-3,-3,,,,,,,,,,,,,
2017-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:16:00,18:12:00,9.93,8.27,18.2,,,1,1,1,1,,,,,,,,,,,,,
2017-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:15:00,18:14:00,9.98,8.25,18.23,,,3,3,-5,-3,,,,,,,,,,,,,
2017-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:13:00,18:15:00,10.03,8.22,18.25,,,7,7,2,2,,,,,,,,,,,,,
2017-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:12:00,18:16:00,10.07,8.2,18.27,,,5,5,3,3,,,,,,,,,,,,,
2017-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:10:00,18:18:00,10.13,8.17,18.3,,,2,2,-2,-2,,,,,,,,,,,,,
2017-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:09:00,18:20:00,10.18,8.15,18.33,,,2,2,-3,-3,,,,,,,,,,,,,
2017-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:08:00,18:21:00,10.22,8.13,18.35,,,6,6,-1,-1,,,,,,,,,,,,,
2017-10-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:06:00,18:23:00,10.28,8.1,18.38,,,6,6,-1,-1,,,,,,,,,,,,,
2017-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:05:00,18:24:00,10.32,8.08,18.4,,,3,3,3,3,,,,,,,,,,,,,
2017-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:03:00,18:26:00,10.38,8.05,18.43,,,5,5,0,0,,,,,,,,,,,,,
2017-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:02:00,18:27:00,10.42,8.03,18.45,,,3,5,-3,-3,,,,,,,,,,,,,
2017-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00:00,18:29:00,10.48,8,18.48,,,9,10,6,6,,,,,,,,,,,,,
2017-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:59:00,18:31:00,10.53,7.98,18.52,,,15,15,12,12,,,,,,,,,,,,,
2017-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:58:00,18:33:00,10.58,7.97,18.55,,,20,20,9,9,,,,,,,,,,,,,
2017-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:56:00,18:34:00,10.63,7.93,18.57,3,3,20,20,11,11,,,,,,,,,,,,,
2017-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:55:00,18:36:00,10.68,7.92,18.6,,,18,19,3,8,,,,,,,,,,,,,
2017-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:53:00,18:38:00,10.75,7.88,18.63,3,3,15,15,5,7,,,,,,,,,,,,,
2017-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:52:00,18:39:00,10.78,7.87,18.65,3,3,18,18,7,7,,,,,,,,,,,,,
2017-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:51:00,18:41:00,10.83,7.85,18.68,3,3,15,15,6,6,,,,,,,,,,,,,
2017-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:49:00,18:43:00,10.9,7.82,18.72,,,8,9,5,5,,,,,,,,,,,,,
2017-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:48:00,18:45:00,10.95,7.8,18.75,,,6,9,-1,-1,,,,,,,,,,,,,
2017-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:46:00,18:47:00,11.02,7.77,18.78,3,3,15,15,8,8,,,,,,,,,,,,,
2017-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:45:00,18:48:00,11.05,7.75,18.8,,,16,16,5,5,,,,,,,,,,,,,
2017-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:44:00,18:50:00,11.1,7.73,18.83,3,3,15,15,11,11,,,,,,,,,,,,,
2017-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:42:00,18:52:00,11.17,7.7,18.87,3,4,15,15,1,2,,,,,,,,,,,,,
2017-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:41:00,18:54:00,11.22,7.68,18.9,4,4,15,16,3,5,,,,,,,,,,,,,
2017-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:40:00,18:56:00,11.27,7.67,18.93,4,4,20,20,4,6,,,,,,,,,,,,,
2017-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:38:00,18:58:00,11.33,7.63,18.97,4,4,20,20,8,8,,,,,,,,,,,,,
2017-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:37:00,19:00:00,11.38,7.62,19,,,18,18,13,13,,,,,,,,,,,,,
2017-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:36:00,19:02:00,11.43,7.6,19.03,3,3,16,16,8,8,,,,,,,,,,,,,
2017-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:34:00,19:04:00,11.5,7.57,19.07,3,3,15,15,4,4,,,,,,,,,,,,,
2017-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:33:00,19:05:00,11.53,7.55,19.08,4,4,19,19,6,16,,,,,,,,,,,,,
2017-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:32:00,19:07:00,11.58,7.53,19.12,4,4,22,22,16,16,,,,,,,,,,,,,
2017-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30:00,19:09:00,11.65,7.5,19.15,4,4,19,19,10,10,,,,,,,,,,,,,
2017-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:29:00,19:11:00,11.7,7.48,19.18,4,4,18,18,7,7,,,,,,,,,,,,,
2017-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:28:00,19:13:00,11.75,7.47,19.22,4,4,14,14,5,7,,,,,,,,,,,,,
2017-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:26:00,19:15:00,11.82,7.43,19.25,,,12,12,0,1,,,,,,,,,,,,,
2017-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:25:00,19:17:00,11.87,7.42,19.28,4,4,16,16,8,8,,,,,,,,,,,,,
2017-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:24:00,19:19:00,11.92,7.4,19.32,3,3,16,16,4,5,,,,,,,,,,,,,
2017-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:22:00,19:21:00,11.98,7.37,19.35,5,5,27,27,16,16,,,,,,,,,,,,,
2017-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:21:00,19:23:00,12.03,7.35,19.38,6,6,29,29,18,18,,,,,,,,,,,,,
2017-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:20:00,19:25:00,12.08,7.33,19.42,5,5,30,30,17,18,,,,,,,,,,,,,
2017-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:19:00,19:27:00,12.13,7.32,19.45,6,6,30,30,17,17,,,,,,,,,,,,,
2017-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:17:00,19:29:00,12.2,7.28,19.48,5,5,27,27,17,18,,,,,,,,,,,,,
2017-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:16:00,19:31:00,12.25,7.27,19.52,4,4,23,23,17,18,,,,,,,,,,,,,
2017-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:15:00,19:33:00,12.3,7.25,19.55,4,5,24,24,15,15,,,,,,,,,,,,,
2017-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:13:00,19:35:00,12.37,7.22,19.58,5,5,21,21,13,13,,,,,,,,,,,,,
2017-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:12:00,19:37:00,12.42,7.2,19.62,5,5,20,20,10,10,,,,,,,,,,,,,
2017-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:11:00,19:39:00,12.47,7.18,19.65,4,5,24,24,9,9,,,,,,,,,,,,,
2017-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:10:00,19:41:00,12.52,7.17,19.68,6,6,26,26,16,16,,,,,,,,,,,,,
2017-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:08:00,19:43:00,12.58,7.13,19.72,6,6,26,26,14,16,,,,,,,,,,,,,
2017-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:07:00,19:45:00,12.63,7.12,19.75,6,6,25,25,12,13,,,,,,,,,,,,,
2017-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:06:00,19:47:00,12.68,7.1,19.78,6,6,25,25,11,12,,,,,,,,,,,,,
2017-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:05:00,19:49:00,12.73,7.08,19.82,6,6,24,24,11,11,,,,,,,,,,,,,
2017-09-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:03:00,19:51:00,12.8,7.05,19.85,6,6,21,21,11,11,,,,,,,,,,,,,
2017-09-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:02:00,19:53:00,12.85,7.03,19.88,6,6,20,20,9,9,,,,,,,,,,,,,
2017-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:01:00,19:55:00,12.9,7.02,19.92,6,6,18,18,2,5,,,,,,,,,,,,,
2017-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:00:00,19:57:00,12.95,7,19.95,5,5,15,15,1,3,,,,,,,,,,,,,
2017-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:58:00,19:59:00,13.02,6.97,19.98,3,3,14,14,4,4,,,,,,,,,,,,,
2017-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:57:00,20:01:00,13.07,6.95,20.02,3,3,16,16,8,8,,,,,,,,,,,,,
2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:56:00,20:03:00,13.12,6.93,20.05,4,4,15,15,7,7,,,,,,,,,,,,,
2017-09-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:55:00,20:04:00,13.15,6.92,20.07,4,5,18,18,8,8,,,,,,,,,,,,,
2017-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:53:00,20:06:00,13.22,6.88,20.1,4,5,22,22,14,14,,,,,,,,,,,,,
2017-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:52:00,20:08:00,13.27,6.87,20.13,5,5,19,19,11,11,,,,,,,,,,,,,
2017-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:51:00,20:10:00,13.32,6.85,20.17,6,6,18,18,5,5,,,,,,,,,,,,,
2017-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:50:00,20:12:00,13.37,6.83,20.2,5,5,16,16,0,0,,,,,,,,,,,,,
2017-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:48:00,20:14:00,13.43,6.8,20.23,3,3,22,22,6,6,,,,,,,,,,,,,
2017-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:47:00,20:16:00,13.48,6.78,20.27,5,5,21,21,15,15,,,,,,,,,,,,,
2017-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:46:00,20:18:00,13.53,6.77,20.3,5,5,21,21,14,14,,,,,,,,,,,,,
2017-08-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:44:00,20:20:00,13.6,6.73,20.33,6,6,21,21,13,13,,,,,,,,,,,,,
2017-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:43:00,20:21:00,13.63,6.72,20.35,6,6,22,22,5,5,,,,,,,,,,,,,
2017-08-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:42:00,20:23:00,13.68,6.7,20.38,6,6,20,20,5,6,,,,,,,,,,,,,
2017-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:41:00,20:25:00,13.73,6.68,20.42,6,6,18,18,2,3,,,,,,,,,,,,,
2017-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:39:00,20:27:00,13.8,6.65,20.45,4,5,16,16,11,11,,,,,,,,,,,,,
2017-08-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:38:00,20:29:00,13.85,6.63,20.48,5,5,22,22,10,11,,,,,,,,,,,,,
2017-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:37:00,20:31:00,13.9,6.62,20.52,6,6,27,27,17,17,,,,,,,,,,,,,
2017-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:36:00,20:32:00,13.93,6.6,20.53,6,7,27,27,17,17,,,,,,,,,,,,,
2017-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:34:00,20:34:00,14,6.57,20.57,5,5,21,21,13,13,,,,,,,,,,,,,
2017-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:33:00,20:36:00,14.05,6.55,20.6,3,3,20,20,14,15,,,,,,,,,,,,,
2017-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:32:00,20:37:00,14.08,6.53,20.62,5,5,22,22,16,16,,,,,,,,,,,,,
2017-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:31:00,20:39:00,14.13,6.52,20.65,7,7,23,23,12,14,,,,,,,,,,,,,
2017-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:29:00,20:41:00,14.2,6.48,20.68,7,7,24,24,10,10,,,,,,,,,,,,,
2017-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:28:00,20:43:00,14.25,6.47,20.72,7,7,24,24,14,14,,,,,,,,,,,,,
2017-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:27:00,20:44:00,14.28,6.45,20.73,6,7,24,24,12,12,,,,,,,,,,,,,
2017-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:25:00,20:46:00,14.35,6.42,20.77,6,7,20,20,11,11,,,,,,,,,,,,,
2017-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:24:00,20:47:00,14.38,6.4,20.78,3,3,19,19,14,14,,,,,,,,,,,,,
2017-08-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:23:00,20:49:00,14.43,6.38,20.82,3,3,23,23,16,16,,,,,,,,,,,,,
2017-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:22:00,20:50:00,14.47,6.37,20.83,7,7,21,21,13,13,,,,,,,,,,,,,
2017-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:20:00,20:52:00,14.53,6.33,20.87,7,7,26,26,10,10,,,,,,,,,,,,,
2017-08-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06:19:00,20:54:00,14.58,6.32,20.9,6,6,22,22,11,11,,,,,,,,,,,,,
